fish_id,weight,spec,rounds,first_in_time,outbound_time,dwell_time,status,reflow_reasons
10281,65,150p,1,10281,10349,68,packed,
10282,92,110p,1,10282,10981,699,packed,
10283,414,25p,1,10283,20295,10012,packed,
10284,105,100p,1,10284,11727,1443,packed,
10285,231,40p,1,10285,10334,49,packed,
10286,300,35p,1,10286,17513,7227,packed,
10287,77,130p,1,10287,10687,400,packed,
10288,82,120p,1,10288,10703,415,packed,
10289,280,35p,1,10289,17997,7708,packed,
10290,110,90p,1,10290,11138,848,packed,
10291,243,40p,1,10291,10508,217,packed,
10292,517,20p,19,10292,17606,7314,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow
10293,108,90p,1,10293,11138,845,packed,
10294,307,30p,1,10294,10816,522,packed,
10295,95,110p,1,10295,10981,686,packed,
10296,85,120p,1,10296,10703,407,packed,
10297,212,45p,1,10297,11087,790,packed,
10298,88,110p,1,10298,10981,683,packed,
10299,422,25p,1,10299,20295,9996,packed,
10300,32,,1,10300,,0,unmatched_outside,
10301,90,110p,1,10301,10981,680,packed,
10302,158,60p,1,10302,10302,0,packed,
10303,174,60p,1,10303,11231,928,packed,
10304,285,35p,1,10304,17997,7693,packed,
10305,124,80p,1,10305,10731,426,packed,
10306,412,25p,1,10306,20295,9989,packed,
10307,624,15p,1,10307,10328,21,packed,
10308,259,40p,1,10308,10508,200,packed,
10309,65,150p,1,10309,10349,40,packed,
10310,340,30p,1,10310,17021,6711,packed,
10311,336,30p,1,10311,17021,6710,packed,
10312,675,15p,5,10312,10874,562,packed,timeout|timeout|timeout|timeout
10313,288,35p,1,10313,17997,7684,packed,
10314,158,60p,1,10314,10748,434,packed,
10315,68,150p,1,10315,10349,34,packed,
10316,513,20p,2,10316,10650,334,packed,timeout
10317,271,35p,1,10317,10803,486,packed,
10318,597,15p,1,10318,10328,10,packed,
10319,224,45p,1,10319,24798,14479,packed,
10320,94,110p,1,10320,10981,661,packed,
10321,402,25p,1,10321,20295,9974,packed,
10322,82,120p,1,10322,10703,381,packed,
10323,228,45p,1,10323,24798,14475,packed,
10324,126,80p,1,10324,10731,407,packed,
10325,94,110p,1,10325,10981,656,packed,
10326,269,35p,1,10326,10803,477,packed,
10327,100,100p,1,10327,11727,1400,packed,
10328,608,15p,1,10328,10328,0,packed,
10329,230,45p,1,10329,24798,14469,packed,
10330,72,140p,1,10330,11071,741,packed,
10331,127,80p,1,10331,10731,400,packed,
10332,373,25p,1,10332,10589,257,packed,
10333,160,60p,1,10333,10748,415,packed,
10334,231,40p,1,10334,10334,0,packed,
10335,436,25p,1,10335,20295,9960,packed,
10336,362,30p,1,10336,17021,6685,packed,
10337,68,150p,1,10337,10349,12,packed,
10338,103,100p,1,10338,11727,1389,packed,
10339,104,100p,1,10339,11727,1388,packed,
10340,445,25p,1,10340,20937,10597,packed,
10341,645,15p,4,10341,10776,435,packed,timeout|timeout|timeout
10342,587,15p,2,10342,10395,53,packed,timeout
10343,86,120p,1,10343,10703,360,packed,
10344,141,70p,1,10344,10509,165,packed,
10345,300,35p,1,10345,17997,7652,packed,
10346,493,20p,23,10346,19935,9589,packed,timeout|timeout|overflow|overflow|timeout|timeout|overflow|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout
10347,440,25p,1,10347,20937,10590,packed,
10348,68,150p,1,10348,10349,1,packed,
10349,68,150p,1,10349,10349,0,packed,
10350,112,90p,1,10350,11138,788,packed,
10351,126,80p,1,10351,10731,380,packed,
10352,255,40p,1,10352,10508,156,packed,
10353,109,90p,1,10353,11138,785,packed,
10354,70,140p,1,10354,11071,717,packed,
10355,105,100p,1,10355,11727,1372,packed,
10356,144,70p,1,10356,10509,153,packed,
10357,251,40p,1,10357,10508,151,packed,
10358,65,150p,1,10358,11663,1305,packed,
10359,213,45p,1,10359,11087,728,packed,
10360,286,35p,1,10360,17997,7637,packed,
10361,568,15p,2,10361,10395,34,packed,timeout
10362,281,35p,1,10362,17997,7635,packed,
10363,310,30p,1,10363,10816,453,packed,
10364,78,130p,1,10364,10687,323,packed,
10365,355,30p,1,10365,17021,6656,packed,
10366,91,110p,1,10366,10981,615,packed,
10367,124,80p,1,10367,10731,364,packed,
10368,94,110p,1,10368,10981,613,packed,
10369,210,50p,1,10369,10903,534,packed,
10370,183,50p,1,10370,10903,533,packed,
10371,550,20p,3,10371,10925,554,packed,timeout|timeout
10372,463,20p,3,10372,10925,553,packed,timeout|timeout
10373,438,25p,1,10373,20937,10564,packed,
10374,66,150p,1,10374,11663,1289,packed,
10375,373,25p,1,10375,10589,214,packed,
10376,301,35p,1,10376,18556,8180,packed,
10377,70,140p,1,10377,11071,694,packed,
10378,67,150p,1,10378,11663,1285,packed,
10379,236,40p,1,10379,10508,129,packed,
10380,101,100p,1,10380,11727,1347,packed,
10381,76,130p,1,10381,10687,306,packed,
10382,85,120p,1,10382,10703,321,packed,
10383,119,80p,1,10383,10731,348,packed,
10384,388,25p,1,10384,20937,10553,packed,
10385,165,60p,1,10385,11231,846,packed,
10386,606,15p,1,10386,10395,9,packed,
10387,79,130p,1,10387,10687,300,packed,
10388,71,140p,1,10388,11071,683,packed,
10389,86,120p,1,10389,10703,314,packed,
10390,469,20p,1,10390,10476,86,packed,
10391,108,90p,1,10391,11138,747,packed,
10392,255,40p,1,10392,10508,116,packed,
10393,288,35p,1,10393,18556,8163,packed,
10394,567,15p,1,10394,10395,1,packed,
10395,129,80p,1,10395,10731,336,packed,
10396,256,40p,1,10396,10508,112,packed,
10397,218,45p,1,10397,11087,690,packed,
10398,222,45p,1,10398,24798,14400,packed,
10399,70,140p,1,10399,11071,672,packed,
10400,119,80p,1,10400,10731,331,packed,
10401,66,150p,1,10401,11663,1262,packed,
10402,237,40p,1,10402,10508,106,packed,
10403,223,45p,1,10403,24798,14395,packed,
10404,107,90p,1,10404,11138,734,packed,
10405,255,40p,1,10405,10508,103,packed,
10406,175,60p,1,10406,11231,825,packed,
10407,81,120p,1,10407,10703,296,packed,
10408,90,110p,1,10408,10981,573,packed,
10409,66,150p,1,10409,11663,1254,packed,
10410,176,60p,1,10410,11231,821,packed,
10411,67,150p,1,10411,11663,1252,packed,
10412,171,60p,1,10412,11231,819,packed,
10413,91,110p,1,10413,10981,568,packed,
10414,129,80p,1,10414,10731,317,packed,
10415,108,90p,1,10415,11138,723,packed,
10416,664,15p,10,10416,11700,1284,packed,timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout
10417,142,70p,1,10417,10509,92,packed,
10418,636,15p,12,10418,12022,1604,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10419,70,140p,1,10419,11071,652,packed,
10420,230,45p,1,10420,24798,14378,packed,
10421,125,80p,1,10421,10731,310,packed,
10422,109,90p,1,10422,11138,716,packed,
10423,430,25p,1,10423,20937,10514,packed,
10424,99,100p,1,10424,11727,1303,packed,
10425,80,120p,1,10425,10703,278,packed,
10426,105,100p,1,10426,11727,1301,packed,
10427,109,90p,1,10427,11138,711,packed,
10428,259,40p,1,10428,10508,80,packed,
10429,164,60p,1,10429,11231,802,packed,
10430,75,130p,1,10430,10687,257,packed,
10431,68,150p,1,10431,11663,1232,packed,
10432,153,60p,1,10432,10748,316,packed,
10433,350,30p,1,10433,17021,6588,packed,
10434,65,150p,1,10434,11663,1229,packed,
10435,72,140p,1,10435,11071,636,packed,
10436,75,130p,1,10436,10687,251,packed,
10437,109,90p,1,10437,11138,701,packed,
10438,134,70p,1,10438,11007,569,packed,
10439,199,50p,1,10439,10903,464,packed,
10440,79,130p,1,10440,10687,247,packed,
10441,85,120p,1,10441,10703,262,packed,
10442,109,90p,1,10442,11138,696,packed,
10443,127,80p,1,10443,10731,288,packed,
10444,129,80p,1,10444,10731,287,packed,
10445,118,80p,1,10445,10731,286,packed,
10446,175,60p,1,10446,11231,785,packed,
10447,135,70p,1,10447,11007,560,packed,
10448,121,80p,1,10448,10731,283,packed,
10449,262,40p,1,10449,10508,59,packed,
10450,248,40p,1,10450,10508,58,packed,
10451,226,45p,1,10451,,0,unmatched_tail,
10452,130,80p,1,10452,10731,279,packed,
10453,523,20p,11,10453,13838,3385,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|overflow|timeout
10454,222,45p,1,10454,,0,unmatched_tail,
10455,90,110p,1,10455,10981,526,packed,
10456,383,25p,1,10456,10589,133,packed,
10457,183,50p,1,10457,11384,927,packed,
10458,295,35p,1,10458,18556,8098,packed,
10459,96,100p,1,10459,10908,449,packed,
10460,107,90p,1,10460,11138,678,packed,
10461,642,15p,51,10461,19649,9188,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10462,72,140p,1,10462,11071,609,packed,
10463,298,35p,1,10463,18556,8093,packed,
10464,128,80p,1,10464,10731,267,packed,
10465,98,100p,1,10465,10908,443,packed,
10466,305,35p,1,10466,19123,8657,packed,
10467,175,60p,1,10467,11231,764,packed,
10468,661,15p,18,10468,13148,2680,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10469,105,100p,1,10469,11727,1258,packed,
10470,685,15p,18,10470,13148,2678,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10471,139,70p,1,10471,10509,38,packed,
10472,680,15p,34,10472,16260,5788,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10473,454,20p,1,10473,10476,3,packed,
10474,256,40p,1,10474,10508,34,packed,
10475,333,30p,1,10475,17021,6546,packed,
10476,337,30p,1,10476,17021,6545,packed,
10477,78,130p,1,10477,10687,210,packed,
10478,67,150p,1,10478,11663,1185,packed,
10479,75,130p,1,10479,10687,208,packed,
10480,399,25p,1,10480,20937,10457,packed,
10481,120,80p,1,10481,10731,250,packed,
10482,265,40p,1,10482,10508,26,packed,
10483,85,120p,1,10483,10703,220,packed,
10484,91,110p,1,10484,10981,497,packed,
10485,223,45p,1,10485,,0,unmatched_tail,
10486,65,150p,1,10486,11663,1177,packed,
10487,312,30p,1,10487,10816,329,packed,
10488,89,110p,1,10488,10981,493,packed,
10489,206,50p,1,10489,10903,414,packed,
10490,68,150p,1,10490,11663,1173,packed,
10491,355,30p,1,10491,17021,6530,packed,
10492,70,140p,1,10492,11071,579,packed,
10493,165,60p,1,10493,11231,738,packed,
10494,229,45p,1,10494,,0,unmatched_tail,
10495,291,35p,1,10495,19123,8628,packed,
10496,86,120p,1,10496,10703,207,packed,
10497,101,100p,1,10497,11727,1230,packed,
10498,266,35p,1,10498,10803,305,packed,
10499,381,25p,1,10499,10589,90,packed,
10500,574,15p,2,10500,10539,39,packed,timeout
10501,202,50p,1,10501,10903,402,packed,
10502,667,15p,4,10502,10930,428,packed,timeout|timeout|timeout
10503,204,50p,1,10503,10903,400,packed,
10504,86,120p,1,10504,10703,199,packed,
10505,101,100p,1,10505,11727,1222,packed,
10506,564,20p,11,10506,13865,3359,packed,timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|overflow|timeout
10507,135,70p,1,10507,11007,500,packed,
10508,235,40p,1,10508,10508,0,packed,
10509,146,70p,1,10509,10509,0,packed,
10510,69,140p,1,10510,11071,561,packed,
10511,473,20p,4,10511,11254,743,packed,timeout|timeout|timeout
10512,79,130p,1,10512,10687,175,packed,
10513,95,110p,1,10513,10981,468,packed,
10514,147,70p,1,10514,11007,493,packed,
10515,151,70p,1,10515,11007,492,packed,
10516,339,30p,1,10516,17021,6505,packed,
10517,145,70p,1,10517,11007,490,packed,
10518,58,,1,10518,,0,unmatched_outside,
10519,144,70p,1,10519,11007,488,packed,
10520,314,30p,1,10520,10816,296,packed,
10521,72,140p,1,10521,11071,550,packed,
10522,332,30p,1,10522,17021,6499,packed,
10523,223,45p,1,10523,,0,unmatched_tail,
10524,621,15p,1,10524,10539,15,packed,
10525,80,120p,1,10525,10703,178,packed,
10526,82,120p,1,10526,10703,177,packed,
10527,96,100p,1,10527,10908,381,packed,
10528,68,150p,1,10528,11663,1135,packed,
10529,255,40p,1,10529,11225,696,packed,
10530,112,90p,1,10530,11138,608,packed,
10531,79,130p,1,10531,10687,156,packed,
10532,203,50p,1,10532,10903,371,packed,
10533,119,80p,1,10533,10731,198,packed,
10534,106,90p,1,10534,11138,604,packed,
10535,73,140p,1,10535,11071,536,packed,
10536,236,40p,1,10536,11443,907,packed,
10537,624,15p,1,10537,10539,2,packed,
10538,139,70p,1,10538,11007,469,packed,
10539,586,15p,1,10539,10539,0,packed,
10540,83,120p,1,10540,10703,163,packed,
10541,88,110p,1,10541,10981,440,packed,
10542,90,110p,1,10542,10981,439,packed,
10543,223,45p,1,10543,,0,unmatched_tail,
10544,101,100p,1,10544,11727,1183,packed,
10545,252,40p,1,10545,11225,680,packed,
10546,361,30p,1,10546,17832,7286,packed,
10547,83,120p,1,10547,10703,156,packed,
10548,534,20p,16,10548,16427,5879,packed,timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout
10549,188,50p,1,10549,11384,835,packed,
10550,268,35p,1,10550,10803,253,packed,
10551,75,130p,1,10551,10687,136,packed,
10552,182,60p,1,10552,11559,1007,packed,
10553,358,30p,1,10553,17832,7279,packed,
10554,450,20p,1,10554,10555,1,packed,
10555,105,100p,1,10555,12714,2159,packed,
10556,144,70p,1,10556,11007,451,packed,
10557,477,20p,1,10557,10650,93,packed,
10558,696,15p,38,10558,17128,6570,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10559,81,120p,1,10559,10703,144,packed,
10560,682,15p,41,10560,17726,7166,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10561,201,50p,1,10561,10903,342,packed,
10562,459,20p,1,10562,10650,88,packed,
10563,153,60p,1,10563,10748,185,packed,
10564,91,110p,1,10564,10981,417,packed,
10565,147,70p,1,10565,11007,442,packed,
10566,598,15p,3,10566,10645,79,packed,timeout|timeout
10567,106,90p,1,10567,11138,571,packed,
10568,216,45p,1,10568,11087,519,packed,
10569,146,70p,1,10569,11007,438,packed,
10570,65,150p,1,10570,11663,1093,packed,
10571,360,30p,1,10571,17832,7261,packed,
10572,184,50p,1,10572,11384,812,packed,
10573,179,60p,1,10573,11559,986,packed,
10574,67,150p,1,10574,11663,1089,packed,
10575,168,60p,1,10575,11559,984,packed,
10576,174,60p,1,10576,11559,983,packed,
10577,221,45p,1,10577,,0,unmatched_tail,
10578,583,15p,3,10578,10645,67,packed,timeout|timeout
10579,428,25p,1,10579,20937,10358,packed,
10580,289,35p,1,10580,19123,8543,packed,
10581,378,25p,1,10581,10589,8,packed,
10582,66,150p,1,10582,11663,1081,packed,
10583,243,40p,1,10583,11225,642,packed,
10584,135,70p,1,10584,11007,423,packed,
10585,66,150p,1,10585,11663,1078,packed,
10586,386,25p,1,10586,10589,3,packed,
10587,118,80p,1,10587,11232,645,packed,
10588,86,120p,1,10588,10703,115,packed,
10589,371,25p,1,10589,10589,0,packed,
10590,343,30p,1,10590,17832,7242,packed,
10591,31,,1,10591,,0,unmatched_outside,
10592,82,120p,1,10592,10703,111,packed,
10593,66,150p,1,10593,11663,1070,packed,
10594,448,20p,2,10594,10650,56,packed,timeout
10595,115,90p,1,10595,11138,543,packed,
10596,447,20p,7,10596,10811,215,packed,timeout|timeout|timeout|timeout|timeout|timeout
10597,70,140p,1,10597,11071,474,packed,
10598,78,130p,1,10598,10687,89,packed,
10599,137,70p,1,10599,11007,408,packed,
10600,102,100p,1,10600,12714,2114,packed,
10601,71,140p,1,10601,11071,470,packed,
10602,105,100p,1,10602,12714,2112,packed,
10603,181,60p,1,10603,11559,956,packed,
10604,86,120p,1,10604,10703,99,packed,
10605,311,30p,1,10605,10816,211,packed,
10606,116,80p,1,10606,11232,626,packed,
10607,146,70p,1,10607,11007,400,packed,
10608,274,35p,1,10608,10803,195,packed,
10609,164,60p,1,10609,11559,950,packed,
10610,65,150p,1,10610,11663,1053,packed,
10611,809,,1,10611,,0,unmatched_outside,
10612,375,25p,1,10612,10947,335,packed,
10613,147,70p,1,10613,11007,394,packed,
10614,70,140p,1,10614,11071,457,packed,
10615,151,70p,1,10615,11007,392,packed,
10616,671,15p,1,10616,10645,29,packed,
10617,651,15p,1,10617,10645,28,packed,
10618,312,30p,1,10618,10816,198,packed,
10619,518,20p,2,10619,10925,306,packed,timeout
10620,90,110p,1,10620,10981,361,packed,
10621,221,45p,1,10621,,0,unmatched_tail,
10622,601,15p,1,10622,10645,23,packed,
10623,597,15p,1,10623,10645,22,packed,
10624,157,60p,1,10624,10748,124,packed,
10625,74,130p,1,10625,10687,62,packed,
10626,80,120p,1,10626,11835,1209,packed,
10627,80,120p,1,10627,11835,1208,packed,
10628,270,35p,1,10628,10803,175,packed,
10629,169,60p,1,10629,11559,930,packed,
10630,216,45p,1,10630,11087,457,packed,
10631,370,25p,1,10631,10947,316,packed,
10632,137,70p,1,10632,11007,375,packed,
10633,155,60p,1,10633,10748,115,packed,
10634,65,150p,1,10634,11663,1029,packed,
10635,115,90p,1,10635,11138,503,packed,
10636,96,100p,1,10636,10908,272,packed,
10637,225,45p,1,10637,,0,unmatched_tail,
10638,228,45p,1,10638,,0,unmatched_tail,
10639,82,120p,1,10639,10703,64,packed,
10640,79,130p,1,10640,10687,47,packed,
10641,115,90p,1,10641,11138,497,packed,
10642,72,140p,1,10642,11071,429,packed,
10643,283,35p,1,10643,19123,8480,packed,
10644,65,150p,1,10644,11663,1019,packed,
10645,76,130p,1,10645,10687,42,packed,
10646,75,130p,1,10646,10687,41,packed,
10647,129,80p,1,10647,10731,84,packed,
10648,592,15p,5,10648,10776,128,packed,timeout|timeout|timeout|timeout
10649,217,45p,1,10649,11087,438,packed,
10650,692,15p,5,10650,11214,564,packed,timeout|timeout|timeout|overflow
10651,311,30p,1,10651,10816,165,packed,
10652,95,110p,1,10652,10981,329,packed,
10653,68,150p,1,10653,11663,1010,packed,
10654,76,130p,1,10654,10687,33,packed,
10655,115,90p,1,10655,11138,483,packed,
10656,100,100p,1,10656,12714,2058,packed,
10657,286,35p,1,10657,19123,8466,packed,
10658,484,20p,2,10658,10998,340,packed,timeout
10659,228,45p,1,10659,,0,unmatched_tail,
10660,108,90p,1,10660,11138,478,packed,
10661,492,20p,2,10661,10998,337,packed,timeout
10662,294,35p,1,10662,19123,8461,packed,
10663,165,60p,1,10663,11559,896,packed,
10664,391,25p,1,10664,20937,10273,packed,
10665,433,25p,1,10665,20937,10272,packed,
10666,246,40p,1,10666,11225,559,packed,
10667,146,70p,1,10667,11007,340,packed,
10668,220,45p,1,10668,,0,unmatched_tail,
10669,242,40p,1,10669,11225,556,packed,
10670,216,45p,1,10670,11087,417,packed,
10671,100,100p,1,10671,12714,2043,packed,
10672,491,20p,2,10672,10998,326,packed,timeout
10673,427,25p,1,10673,20937,10264,packed,
10674,114,90p,1,10674,11138,464,packed,
10675,83,120p,1,10675,10703,28,packed,
10676,81,120p,1,10676,11835,1159,packed,
10677,127,80p,1,10677,10731,54,packed,
10678,106,90p,1,10678,11138,460,packed,
10679,323,30p,1,10679,17832,7153,packed,
10680,71,140p,1,10680,11071,391,packed,
10681,71,140p,1,10681,11071,390,packed,
10682,110,90p,1,10682,11138,456,packed,
10683,82,120p,1,10683,10703,20,packed,
10684,215,45p,1,10684,11087,403,packed,
10685,368,25p,1,10685,10947,262,packed,
10686,136,70p,1,10686,11007,321,packed,
10687,75,130p,1,10687,10687,0,packed,
10688,159,60p,1,10688,10748,60,packed,
10689,109,90p,1,10689,11138,449,packed,
10690,177,60p,1,10690,11559,869,packed,
10691,214,45p,1,10691,11087,396,packed,
10692,77,130p,1,10692,11557,865,packed,
10693,238,40p,1,10693,11443,750,packed,
10694,284,35p,1,10694,19123,8429,packed,
10695,71,140p,1,10695,11071,376,packed,
10696,69,140p,1,10696,11071,375,packed,
10697,68,150p,1,10697,11663,966,packed,
10698,227,45p,1,10698,,0,unmatched_tail,
10699,441,25p,1,10699,20937,10238,packed,
10700,119,80p,1,10700,11232,532,packed,
10701,294,35p,1,10701,19123,8422,packed,
10702,293,35p,1,10702,19123,8421,packed,
10703,86,120p,1,10703,10703,0,packed,
10704,221,45p,1,10704,,0,unmatched_tail,
10705,248,40p,1,10705,11225,520,packed,
10706,221,45p,1,10706,,0,unmatched_tail,
10707,73,140p,1,10707,11071,364,packed,
10708,170,60p,1,10708,11559,851,packed,
10709,293,35p,1,10709,19123,8414,packed,
10710,68,150p,1,10710,11663,953,packed,
10711,70,140p,1,10711,11071,360,packed,
10712,296,35p,1,10712,19123,8411,packed,
10713,72,140p,1,10713,11071,358,packed,
10714,102,100p,1,10714,12714,2000,packed,
10715,482,20p,1,10715,10811,96,packed,
10716,391,25p,1,10716,20937,10221,packed,
10717,289,35p,1,10717,19123,8406,packed,
10718,91,110p,1,10718,10981,263,packed,
10719,80,120p,1,10719,11835,1116,packed,
10720,296,35p,1,10720,19123,8403,packed,
10721,85,120p,1,10721,11835,1114,packed,
10722,82,120p,1,10722,11835,1113,packed,
10723,74,130p,1,10723,11557,834,packed,
10724,124,80p,1,10724,10731,7,packed,
10725,300,35p,1,10725,19123,8398,packed,
10726,227,45p,1,10726,,0,unmatched_tail,
10727,65,150p,1,10727,11663,936,packed,
10728,321,30p,1,10728,17832,7104,packed,
10729,219,45p,1,10729,,0,unmatched_tail,
10730,210,50p,1,10730,10903,173,packed,
10731,132,80p,1,10731,10731,0,packed,
10732,73,140p,1,10732,11071,339,packed,
10733,93,110p,1,10733,10981,248,packed,
10734,585,15p,2,10734,10776,42,packed,timeout
10735,504,20p,3,10735,11254,519,packed,timeout|timeout
10736,137,70p,1,10736,11007,271,packed,
10737,103,100p,1,10737,12714,1977,packed,
10738,693,15p,94,10738,,0,unmatched_reflow,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10739,77,130p,1,10739,11557,818,packed,
10740,253,40p,1,10740,11225,485,packed,
10741,440,25p,1,10741,20937,10196,packed,
10742,207,50p,1,10742,10903,161,packed,
10743,322,30p,1,10743,17832,7089,packed,
10744,212,45p,1,10744,11087,343,packed,
10745,73,140p,1,10745,11071,326,packed,
10746,352,30p,1,10746,17832,7086,packed,
10747,112,90p,1,10747,11138,391,packed,
10748,160,60p,1,10748,10748,0,packed,
10749,395,25p,1,10749,20937,10188,packed,
10750,122,80p,1,10750,11232,482,packed,
10751,100,100p,1,10751,12714,1963,packed,
10752,647,15p,1,10752,10776,24,packed,
10753,814,,1,10753,,0,unmatched_outside,
10754,78,130p,1,10754,11557,803,packed,
10755,67,150p,1,10755,11663,908,packed,
10756,84,120p,1,10756,11835,1079,packed,
10757,378,25p,1,10757,10947,190,packed,
10758,78,130p,1,10758,11557,799,packed,
10759,92,110p,1,10759,10981,222,packed,
10760,374,25p,1,10760,10947,187,packed,
10761,96,100p,1,10761,10908,147,packed,
10762,365,30p,1,10762,17832,7070,packed,
10763,236,40p,1,10763,11443,680,packed,
10764,349,30p,1,10764,17832,7068,packed,
10765,138,70p,1,10765,11007,242,packed,
10766,192,50p,1,10766,10903,137,packed,
10767,90,110p,1,10767,10981,214,packed,
10768,117,80p,1,10768,11232,464,packed,
10769,383,25p,1,10769,10947,178,packed,
10770,65,150p,1,10770,11663,893,packed,
10771,358,30p,1,10771,18072,7301,packed,
10772,433,25p,1,10772,20947,10175,packed,
10773,239,40p,1,10773,11443,670,packed,
10774,584,15p,1,10774,10776,2,packed,
10775,567,15p,1,10775,10776,1,packed,
10776,310,30p,1,10776,10816,40,packed,
10777,123,80p,1,10777,11232,455,packed,
10778,292,35p,1,10778,19123,8345,packed,
10779,563,20p,35,10779,,0,unmatched_reflow,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
10780,68,150p,1,10780,11663,883,packed,
10781,615,15p,4,10781,10874,93,packed,timeout|timeout|timeout
10782,323,30p,1,10782,18072,7290,packed,
10783,75,130p,1,10783,11557,774,packed,
10784,108,90p,1,10784,11138,354,packed,
10785,617,15p,3,10785,10874,89,packed,timeout|timeout
10786,638,15p,4,10786,11214,428,packed,timeout|timeout|timeout
10787,97,100p,1,10787,10908,121,packed,
10788,302,35p,1,10788,19123,8335,packed,
10789,198,50p,1,10789,10903,114,packed,
10790,382,25p,1,10790,10947,157,packed,
10791,356,30p,1,10791,18072,7281,packed,
10792,335,30p,1,10792,18072,7280,packed,
10793,420,25p,1,10793,20947,10154,packed,
10794,110,90p,1,10794,11138,344,packed,
10795,105,100p,1,10795,12714,1919,packed,
10796,186,50p,1,10796,11384,588,packed,
10797,208,50p,1,10797,10903,106,packed,
10798,95,110p,1,10798,10981,183,packed,
10799,104,100p,1,10799,12714,1915,packed,
10800,79,130p,1,10800,11557,757,packed,
10801,591,15p,3,10801,10874,73,packed,timeout|timeout
10802,123,80p,1,10802,11232,430,packed,
10803,272,35p,1,10803,10803,0,packed,
10804,72,140p,1,10804,11071,267,packed,
10805,145,70p,1,10805,11007,202,packed,
10806,88,110p,1,10806,10981,175,packed,
10807,122,80p,1,10807,11232,425,packed,
10808,238,40p,1,10808,11443,635,packed,
10809,290,35p,1,10809,19123,8314,packed,
10810,451,20p,1,10810,10811,1,packed,
10811,452,20p,1,10811,10811,0,packed,
10812,253,40p,1,10812,11225,413,packed,
10813,391,25p,1,10813,20947,10134,packed,
10814,76,130p,1,10814,11557,743,packed,
10815,80,120p,1,10815,11835,1020,packed,
10816,310,30p,1,10816,10816,0,packed,
10817,184,50p,1,10817,11384,567,packed,
10818,93,110p,1,10818,10981,163,packed,
10819,258,40p,1,10819,11225,406,packed,
