fish_id,weight,spec,rounds,first_in_time,outbound_time,dwell_time,status,reflow_reasons
2963,80,120p,1,2963,3163,200,packed,
2964,97,100p,1,2964,3281,317,packed,
2965,559,20p,4,2965,3498,533,packed,overflow|timeout|timeout
2966,70,140p,1,2966,3521,555,packed,
2967,139,70p,1,2967,3604,637,packed,
2968,219,45p,1,2968,6443,3475,packed,
2969,130,80p,1,2969,3204,235,packed,
2970,524,20p,3,2970,3396,426,packed,timeout|timeout
2971,257,40p,1,2971,3419,448,packed,
2972,382,25p,1,2972,2972,0,packed,
2973,201,50p,1,2973,3345,372,packed,
2974,155,60p,1,2974,2974,0,packed,
2975,216,45p,1,2975,2975,0,packed,
2976,79,130p,1,2976,3648,672,packed,
2977,103,100p,1,2977,3281,304,packed,
2978,87,110p,1,2978,3872,894,packed,
2979,666,15p,111,2979,15306,12327,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
2980,224,45p,1,2980,6443,3463,packed,
2981,68,150p,1,2981,4027,1046,packed,
2982,72,140p,1,2982,3521,539,packed,
2983,109,90p,1,2983,3048,65,packed,
2984,97,100p,1,2984,3281,297,packed,
2985,105,100p,1,2985,3281,296,packed,
2986,110,90p,1,2986,3048,62,packed,
2987,288,35p,1,2987,7176,4189,packed,
2988,133,70p,1,2988,3604,616,packed,
2989,173,60p,1,2989,3765,776,packed,
2990,237,40p,1,2990,3419,429,packed,
2991,466,20p,3,2991,3396,405,packed,timeout|timeout
2992,82,120p,1,2992,3163,171,packed,
2993,268,35p,1,2993,3321,328,packed,
2994,123,80p,1,2994,3204,210,packed,
2995,67,150p,1,2995,4027,1032,packed,
2996,75,130p,1,2996,3648,652,packed,
2997,661,15p,70,2997,8925,5928,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
2998,562,20p,12,2998,4465,1467,packed,timeout|overflow|timeout|overflow|timeout|overflow|timeout|timeout|timeout|timeout|timeout
2999,73,140p,1,2999,3521,522,packed,
3000,65,150p,1,3000,4027,1027,packed,
3001,66,150p,1,3001,4027,1026,packed,
3002,73,140p,1,3002,3521,519,packed,
3003,693,15p,127,3003,18554,15551,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout
3004,65,150p,1,3004,4027,1023,packed,
3005,88,110p,1,3005,3872,867,packed,
3006,169,60p,1,3006,3765,759,packed,
3007,547,20p,4,3007,3531,524,packed,timeout|timeout|timeout
3008,303,35p,1,3008,7176,4168,packed,
3009,683,15p,12,3009,3567,558,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3010,398,25p,1,3010,3012,2,packed,
3011,340,30p,1,3011,4591,1580,packed,
3012,399,25p,1,3012,3012,0,packed,
3013,528,20p,4,3013,3531,518,packed,timeout|timeout|timeout
3014,132,80p,1,3014,3204,190,packed,
3015,91,110p,1,3015,3872,857,packed,
3016,262,40p,1,3016,3419,403,packed,
3017,189,50p,1,3017,3651,634,packed,
3018,84,120p,1,3018,3163,145,packed,
3019,407,25p,1,3019,3245,226,packed,
3020,166,60p,1,3020,3765,745,packed,
3021,115,90p,1,3021,3048,27,packed,
3022,270,35p,1,3022,3321,299,packed,
3023,157,60p,1,3023,3765,742,packed,
3024,210,50p,1,3024,3345,321,packed,
3025,122,80p,1,3025,3204,179,packed,
3026,479,20p,4,3026,3531,505,packed,timeout|timeout|overflow
3027,112,90p,1,3027,3048,21,packed,
3028,223,45p,1,3028,6958,3930,packed,
3029,227,45p,1,3029,6958,3929,packed,
3030,85,120p,1,3030,3163,133,packed,
3031,225,45p,1,3031,6958,3927,packed,
3032,148,70p,1,3032,3604,572,packed,
3033,107,90p,1,3033,3048,15,packed,
3034,155,60p,1,3034,3765,731,packed,
3035,77,130p,1,3035,3648,613,packed,
3036,209,50p,1,3036,3345,309,packed,
3037,262,40p,1,3037,3419,382,packed,
3038,399,25p,1,3038,3245,207,packed,
3039,411,25p,1,3039,3245,206,packed,
3040,337,30p,1,3040,4591,1551,packed,
3041,329,30p,1,3041,4591,1550,packed,
3042,120,80p,1,3042,3846,804,packed,
3043,217,45p,1,3043,3703,660,packed,
3044,332,30p,1,3044,4591,1547,packed,
3045,253,40p,1,3045,3419,374,packed,
3046,73,140p,1,3046,3521,475,packed,
3047,92,110p,1,3047,3872,825,packed,
3048,111,90p,1,3048,3048,0,packed,
3049,57,,1,3049,,0,unmatched_outside,
3050,67,150p,1,3050,4027,977,packed,
3051,72,140p,1,3051,3521,470,packed,
3052,127,80p,1,3052,3204,152,packed,
3053,261,40p,1,3053,3419,366,packed,
3054,85,120p,1,3054,3163,109,packed,
3055,81,120p,1,3055,3163,108,packed,
3056,567,15p,1,3056,3057,1,packed,
3057,372,25p,1,3057,3747,690,packed,
3058,558,20p,11,3058,4441,1383,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3059,286,35p,1,3059,7176,4117,packed,
3060,86,120p,1,3060,3163,103,packed,
3061,76,130p,1,3061,3648,587,packed,
3062,147,70p,1,3062,3604,542,packed,
3063,73,140p,1,3063,3521,458,packed,
3064,173,60p,1,3064,3765,701,packed,
3065,179,60p,1,3065,3765,700,packed,
3066,68,150p,1,3066,4027,961,packed,
3067,118,80p,1,3067,3846,779,packed,
3068,225,45p,1,3068,6958,3890,packed,
3069,663,15p,29,3069,4806,1737,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3070,96,100p,1,3070,3281,211,packed,
3071,66,150p,1,3071,4027,956,packed,
3072,91,110p,1,3072,3872,800,packed,
3073,649,15p,64,3073,8393,5320,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3074,433,25p,1,3074,3245,171,packed,
3075,285,35p,1,3075,7176,4101,packed,
3076,490,20p,7,3076,3996,920,packed,timeout|timeout|timeout|timeout|timeout|timeout
3077,120,80p,1,3077,3846,769,packed,
3078,107,90p,1,3078,3870,792,packed,
3079,69,140p,1,3079,4927,1848,packed,
3080,140,70p,1,3080,3604,524,packed,
3081,275,35p,1,3081,3321,240,packed,
3082,88,110p,1,3082,3872,790,packed,
3083,85,120p,1,3083,3163,80,packed,
3084,69,140p,1,3084,4927,1843,packed,
3085,471,20p,2,3085,3365,280,packed,timeout
3086,80,120p,1,3086,3163,77,packed,
3087,68,150p,1,3087,4027,940,packed,
3088,69,140p,1,3088,4927,1839,packed,
3089,65,150p,1,3089,4027,938,packed,
3090,230,45p,1,3090,6958,3868,packed,
3091,91,110p,1,3091,3872,781,packed,
3092,327,30p,1,3092,4591,1499,packed,
3093,222,45p,1,3093,6958,3865,packed,
3094,76,130p,1,3094,3648,554,packed,
3095,98,100p,1,3095,3281,186,packed,
3096,67,150p,1,3096,4027,931,packed,
3097,227,45p,1,3097,6958,3861,packed,
3098,229,45p,1,3098,6958,3860,packed,
3099,71,140p,1,3099,3521,422,packed,
3100,67,150p,1,3100,4027,927,packed,
3101,98,100p,1,3101,3281,180,packed,
3102,66,150p,1,3102,4027,925,packed,
3103,187,50p,1,3103,3651,548,packed,
3104,75,130p,1,3104,3648,544,packed,
3105,83,120p,1,3105,3163,58,packed,
3106,82,120p,1,3106,3163,57,packed,
3107,100,100p,1,3107,3281,174,packed,
3108,263,40p,1,3108,3419,311,packed,
3109,211,45p,1,3109,3703,594,packed,
3110,71,140p,1,3110,3521,411,packed,
3111,105,100p,1,3111,3281,170,packed,
3112,189,50p,1,3112,3651,539,packed,
3113,215,45p,1,3113,3703,590,packed,
3114,327,30p,1,3114,4591,1477,packed,
3115,418,25p,1,3115,3245,130,packed,
3116,572,15p,6,3116,3296,180,packed,timeout|timeout|timeout|timeout|timeout
3117,68,150p,1,3117,4027,910,packed,
3118,323,30p,1,3118,4591,1473,packed,
3119,111,90p,1,3119,3870,751,packed,
3120,92,110p,1,3120,3872,752,packed,
3121,70,140p,1,3121,3521,400,packed,
3122,330,30p,1,3122,4591,1469,packed,
3123,106,90p,1,3123,3870,747,packed,
3124,137,70p,1,3124,3604,480,packed,
3125,77,130p,1,3125,3648,523,packed,
3126,73,140p,1,3126,3521,395,packed,
3127,112,90p,1,3127,3870,743,packed,
3128,384,25p,1,3128,3747,619,packed,
3129,71,140p,1,3129,3521,392,packed,
3130,387,25p,1,3130,3245,115,packed,
3131,677,15p,31,3131,5101,1970,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3132,348,30p,1,3132,4591,1459,packed,
3133,180,60p,1,3133,3765,632,packed,
3134,418,25p,1,3134,3245,111,packed,
3135,82,120p,1,3135,3163,28,packed,
3136,361,30p,1,3136,4591,1455,packed,
3137,290,35p,1,3137,7829,4692,packed,
3138,230,45p,1,3138,7429,4291,packed,
3139,137,70p,1,3139,3604,465,packed,
3140,74,130p,1,3140,3648,508,packed,
3141,265,40p,1,3141,3419,278,packed,
3142,331,30p,1,3142,4591,1449,packed,
3143,393,25p,1,3143,3245,102,packed,
3144,202,50p,1,3144,3345,201,packed,
3145,471,20p,1,3145,3248,103,packed,
3146,66,150p,1,3146,4027,881,packed,
3147,213,45p,1,3147,3703,556,packed,
3148,75,130p,1,3148,3648,500,packed,
3149,373,25p,1,3149,3747,598,packed,
3150,67,150p,1,3150,4027,877,packed,
3151,79,130p,1,3151,3648,497,packed,
3152,670,15p,66,3152,8853,5701,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3153,110,90p,1,3153,3870,717,packed,
3154,143,70p,1,3154,3604,450,packed,
3155,70,140p,1,3155,3521,366,packed,
3156,464,20p,3,3156,3498,342,packed,timeout|timeout
3157,197,50p,1,3157,3345,188,packed,
3158,323,30p,1,3158,4591,1433,packed,
3159,73,140p,1,3159,3521,362,packed,
3160,222,45p,1,3160,7429,4269,packed,
3161,83,120p,1,3161,3163,2,packed,
3162,285,35p,1,3162,7829,4667,packed,
3163,83,120p,1,3163,3163,0,packed,
3164,536,20p,11,3164,4465,1301,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|overflow
3165,72,140p,1,3165,3521,356,packed,
3166,177,60p,1,3166,3765,599,packed,
3167,576,15p,5,3167,3296,129,packed,timeout|timeout|timeout|timeout
3168,110,90p,1,3168,3870,702,packed,
3169,72,140p,1,3169,3521,352,packed,
3170,100,100p,1,3170,3281,111,packed,
3171,679,15p,3,3171,3296,125,packed,timeout|timeout
3172,252,40p,1,3172,3419,247,packed,
3173,143,70p,1,3173,3604,431,packed,
3174,102,100p,1,3174,3281,107,packed,
3175,111,90p,1,3175,3870,695,packed,
3176,99,100p,1,3176,3281,105,packed,
3177,440,25p,1,3177,3245,68,packed,
3178,137,70p,1,3178,3604,426,packed,
3179,88,110p,1,3179,3872,693,packed,
3180,319,30p,1,3180,4591,1411,packed,
3181,151,70p,1,3181,3604,423,packed,
3182,317,30p,1,3182,4591,1409,packed,
3183,493,20p,2,3183,3396,213,packed,overflow
3184,107,90p,1,3184,3870,686,packed,
3185,99,100p,1,3185,3281,96,packed,
3186,93,110p,1,3186,3872,686,packed,
3187,115,90p,1,3187,3870,683,packed,
3188,333,30p,1,3188,4591,1403,packed,
3189,71,140p,1,3189,3521,332,packed,
3190,89,110p,1,3190,3872,682,packed,
3191,75,130p,1,3191,3648,457,packed,
3192,101,100p,1,3192,3281,89,packed,
3193,209,50p,1,3193,3345,152,packed,
3194,344,30p,1,3194,4591,1397,packed,
3195,97,100p,1,3195,3281,86,packed,
3196,246,40p,1,3196,3419,223,packed,
3197,106,90p,1,3197,3870,673,packed,
3198,72,140p,1,3198,3521,323,packed,
3199,276,35p,1,3199,3321,122,packed,
3200,68,150p,1,3200,4027,827,packed,
3201,84,120p,1,3201,4749,1548,packed,
3202,70,140p,1,3202,3521,319,packed,
3203,433,25p,1,3203,3245,42,packed,
3204,125,80p,1,3204,3204,0,packed,
3205,92,110p,1,3205,3872,667,packed,
3206,110,90p,1,3206,3870,664,packed,
3207,94,110p,1,3207,3872,665,packed,
3208,212,45p,1,3208,3703,495,packed,
3209,121,80p,1,3209,3846,637,packed,
3210,250,40p,1,3210,3419,209,packed,
3211,230,45p,1,3211,7429,4218,packed,
3212,97,100p,1,3212,3281,69,packed,
3213,123,80p,1,3213,3846,633,packed,
3214,65,150p,1,3214,4027,813,packed,
3215,96,100p,1,3215,3281,66,packed,
3216,266,35p,1,3216,3321,105,packed,
3217,645,15p,2,3217,3296,79,packed,timeout
3218,95,110p,1,3218,3872,654,packed,
3219,200,50p,1,3219,3345,126,packed,
3220,230,45p,1,3220,7429,4209,packed,
3221,73,140p,1,3221,3521,300,packed,
3222,322,30p,1,3222,4591,1369,packed,
3223,68,150p,1,3223,4027,804,packed,
3224,143,70p,1,3224,3604,380,packed,
3225,104,100p,1,3225,3281,56,packed,
3226,70,140p,1,3226,3521,295,packed,
3227,191,50p,1,3227,3651,424,packed,
3228,68,150p,1,3228,4027,799,packed,
3229,111,90p,1,3229,3870,641,packed,
3230,96,100p,1,3230,3281,51,packed,
3231,270,35p,1,3231,3321,90,packed,
3232,438,25p,1,3232,3245,13,packed,
3233,691,15p,122,3233,18554,15321,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3234,340,30p,1,3234,4591,1357,packed,
3235,76,130p,1,3235,3648,413,packed,
3236,382,25p,1,3236,3747,511,packed,
3237,214,45p,1,3237,3703,466,packed,
3238,313,30p,1,3238,3350,112,packed,
3239,70,140p,1,3239,3521,282,packed,
3240,96,100p,1,3240,3281,41,packed,
3241,79,130p,1,3241,3648,407,packed,
3242,294,35p,1,3242,7829,4587,packed,
3243,71,140p,1,3243,3521,278,packed,
3244,65,150p,1,3244,4027,783,packed,
3245,410,25p,1,3245,3245,0,packed,
3246,189,50p,1,3246,3651,405,packed,
3247,510,20p,3,3247,3531,284,packed,timeout|overflow
3248,446,20p,1,3248,3248,0,packed,
3249,202,50p,1,3249,3345,96,packed,
3250,98,100p,1,3250,3281,31,packed,
3251,190,50p,1,3251,3651,400,packed,
3252,73,140p,1,3252,3521,269,packed,
3253,249,40p,1,3253,3419,166,packed,
3254,657,15p,30,3254,5216,1962,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3255,182,60p,1,3255,3765,510,packed,
3256,152,70p,1,3256,3604,348,packed,
3257,105,100p,1,3257,3281,24,packed,
3258,788,,1,3258,,0,unmatched_outside,
3259,150,70p,1,3259,3604,345,packed,
3260,66,150p,1,3260,4027,767,packed,
3261,80,120p,1,3261,4749,1488,packed,
3262,120,80p,1,3262,3846,584,packed,
3263,102,100p,1,3263,3281,18,packed,
3264,153,60p,1,3264,3765,501,packed,
3265,88,110p,1,3265,3872,607,packed,
3266,70,140p,1,3266,3521,255,packed,
3267,566,15p,1,3267,3296,29,packed,
3268,251,40p,1,3268,3419,151,packed,
3269,406,25p,1,3269,3747,478,packed,
3270,116,80p,1,3270,3846,576,packed,
3271,75,130p,1,3271,3648,377,packed,
3272,351,30p,1,3272,4591,1319,packed,
3273,65,150p,1,3273,4027,754,packed,
3274,184,50p,1,3274,3651,377,packed,
3275,430,25p,1,3275,3747,472,packed,
3276,205,50p,1,3276,3345,69,packed,
3277,68,150p,1,3277,4027,750,packed,
3278,552,20p,7,3278,4158,880,packed,timeout|overflow|timeout|timeout|timeout|timeout
3279,369,25p,1,3279,3747,468,packed,
3280,109,90p,1,3280,3870,590,packed,
3281,98,100p,1,3281,3281,0,packed,
3282,136,70p,1,3282,3604,322,packed,
3283,71,140p,1,3283,3521,238,packed,
3284,94,110p,1,3284,3872,588,packed,
3285,300,35p,1,3285,7829,4544,packed,
3286,175,60p,1,3286,3765,479,packed,
3287,94,110p,1,3287,3872,585,packed,
3288,76,130p,1,3288,3648,360,packed,
3289,167,60p,1,3289,3765,476,packed,
3290,67,150p,1,3290,4027,737,packed,
3291,69,140p,1,3291,4927,1636,packed,
3292,213,45p,1,3292,3703,411,packed,
3293,691,15p,8,3293,3691,398,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout
3294,100,100p,1,3294,4097,803,packed,
3295,187,50p,1,3295,3651,356,packed,
3296,483,20p,1,3296,3365,69,packed,
3297,98,100p,1,3297,4097,800,packed,
3298,241,40p,1,3298,3419,121,packed,
3299,412,25p,1,3299,3979,680,packed,
3300,300,35p,1,3300,8341,5041,packed,
3301,87,110p,1,3301,3872,571,packed,
3302,131,80p,1,3302,3846,544,packed,
3303,119,80p,1,3303,3846,543,packed,
3304,77,130p,1,3304,3648,344,packed,
3305,297,35p,1,3305,8341,5036,packed,
3306,221,45p,1,3306,7429,4123,packed,
3307,385,25p,1,3307,3747,440,packed,
3308,98,100p,1,3308,4097,789,packed,
3309,100,100p,1,3309,4097,788,packed,
3310,323,30p,1,3310,4591,1281,packed,
3311,220,45p,1,3311,7429,4118,packed,
3312,118,80p,1,3312,3846,534,packed,
3313,88,110p,1,3313,3872,559,packed,
3314,109,90p,1,3314,3870,556,packed,
3315,470,20p,2,3315,3498,183,packed,timeout
3316,164,60p,1,3316,3765,449,packed,
3317,218,45p,1,3317,3703,386,packed,
3318,68,150p,1,3318,4027,709,packed,
3319,105,100p,1,3319,4097,778,packed,
3320,79,130p,1,3320,3648,328,packed,
3321,277,35p,1,3321,3321,0,packed,
3322,75,130p,1,3322,3648,326,packed,
3323,180,60p,1,3323,3765,442,packed,
3324,492,20p,1,3324,3396,72,packed,
3325,80,120p,1,3325,4749,1424,packed,
3326,71,140p,1,3326,3521,195,packed,
3327,73,140p,1,3327,3521,194,packed,
3328,90,110p,1,3328,3872,544,packed,
3329,234,40p,1,3329,3419,90,packed,
3330,350,30p,1,3330,4591,1261,packed,
3331,68,150p,1,3331,4027,696,packed,
3332,102,100p,1,3332,4097,765,packed,
3333,115,90p,1,3333,3870,537,packed,
3334,72,140p,1,3334,3521,187,packed,
3335,521,20p,1,3335,3396,61,packed,
3336,145,70p,1,3336,3604,268,packed,
3337,285,35p,1,3337,8341,5004,packed,
3338,177,60p,1,3338,3765,427,packed,
3339,77,130p,1,3339,3648,309,packed,
3340,88,110p,1,3340,3872,532,packed,
3341,163,60p,1,3341,3765,424,packed,
3342,195,50p,1,3342,3345,3,packed,
3343,70,140p,1,3343,3521,178,packed,
3344,474,20p,1,3344,3396,52,packed,
3345,193,50p,1,3345,3345,0,packed,
3346,527,20p,1,3346,3396,50,packed,
3347,386,25p,1,3347,3747,400,packed,
3348,113,90p,1,3348,3870,522,packed,
3349,247,40p,1,3349,3419,70,packed,
3350,312,30p,1,3350,3350,0,packed,
3351,174,60p,1,3351,3765,414,packed,
3352,42,,1,3352,,0,unmatched_outside,
3353,314,30p,1,3353,3921,568,packed,
3354,132,80p,1,3354,3846,492,packed,
3355,91,110p,1,3355,3872,517,packed,
3356,180,60p,1,3356,4326,970,packed,
3357,171,60p,1,3357,4326,969,packed,
3358,300,35p,1,3358,8341,4983,packed,
3359,145,70p,1,3359,3604,245,packed,
3360,78,130p,1,3360,3648,288,packed,
3361,126,80p,1,3361,3846,485,packed,
3362,215,45p,1,3362,3703,341,packed,
3363,88,110p,1,3363,3872,509,packed,
3364,121,80p,1,3364,3846,482,packed,
3365,456,20p,1,3365,3365,0,packed,
3366,101,100p,1,3366,4097,731,packed,
3367,150,70p,1,3367,3604,237,packed,
3368,134,70p,1,3368,3604,236,packed,
3369,231,40p,1,3369,3419,50,packed,
3370,92,110p,1,3370,3872,502,packed,
3371,86,120p,1,3371,4749,1378,packed,
3372,175,60p,1,3372,4326,954,packed,
3373,153,60p,1,3373,3765,392,packed,
3374,137,70p,1,3374,3604,230,packed,
3375,68,150p,1,3375,4027,652,packed,
3376,72,140p,1,3376,3521,145,packed,
3377,183,50p,1,3377,3651,274,packed,
3378,265,40p,1,3378,3419,41,packed,
3379,84,120p,1,3379,4749,1370,packed,
3380,278,35p,1,3380,4033,653,packed,
3381,183,50p,1,3381,3651,270,packed,
3382,111,90p,1,3382,3870,488,packed,
3383,124,80p,1,3383,3846,463,packed,
3384,76,130p,1,3384,3648,264,packed,
3385,101,100p,1,3385,4097,712,packed,
3386,280,35p,1,3386,8341,4955,packed,
3387,629,15p,7,3387,3758,371,packed,timeout|timeout|timeout|timeout|timeout|timeout
3388,88,110p,1,3388,3872,484,packed,
3389,177,60p,1,3389,4326,937,packed,
3390,70,140p,1,3390,3521,131,packed,
3391,206,50p,1,3391,3651,260,packed,
3392,135,70p,1,3392,3604,212,packed,
3393,136,70p,1,3393,3604,211,packed,
3394,101,100p,1,3394,4097,703,packed,
3395,115,90p,1,3395,3870,475,packed,
3396,103,100p,1,3396,4097,701,packed,
3397,99,100p,1,3397,4097,700,packed,
3398,111,90p,1,3398,3870,472,packed,
3399,36,,1,3399,,0,unmatched_outside,
3400,81,120p,1,3400,4749,1349,packed,
3401,65,150p,1,3401,4027,626,packed,
3402,633,15p,45,3402,6965,3563,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3403,96,100p,1,3403,4097,694,packed,
3404,68,150p,1,3404,4027,623,packed,
3405,295,35p,1,3405,9014,5609,packed,
3406,469,20p,1,3406,3498,92,packed,
3407,182,60p,1,3407,4326,919,packed,
3408,110,90p,1,3408,3870,462,packed,
3409,177,60p,1,3409,4326,917,packed,
3410,189,50p,1,3410,3651,241,packed,
3411,464,20p,1,3411,3498,87,packed,
3412,695,15p,61,3412,8925,5513,packed,timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout|timeout
3413,101,100p,1,3413,4097,684,packed,
3414,104,100p,1,3414,4097,683,packed,
3415,482,20p,7,3415,4291,876,packed,timeout|timeout|overflow|timeout|timeout|timeout
3416,213,45p,1,3416,3703,287,packed,
3417,231,40p,1,3417,3419,2,packed,
3418,72,140p,1,3418,3521,103,packed,
3419,264,40p,1,3419,3419,0,packed,
3420,111,90p,1,3420,3870,450,packed,
3421,83,120p,1,3421,4749,1328,packed,
3422,509,20p,7,3422,4291,869,packed,timeout|timeout|timeout|timeout|timeout|timeout
3423,224,45p,1,3423,7429,4006,packed,
3424,78,130p,1,3424,3648,224,packed,
3425,296,35p,1,3425,9014,5589,packed,
3426,269,35p,1,3426,4033,607,packed,
3427,456,20p,3,3427,3498,71,packed,timeout|timeout
3428,290,35p,1,3428,9014,5586,packed,
3429,68,150p,1,3429,4027,598,packed,
3430,185,50p,1,3430,3651,221,packed,
3431,218,45p,1,3431,3703,272,packed,
3432,519,20p,7,3432,4300,868,packed,timeout|timeout|timeout|timeout|timeout|timeout
3433,653,15p,13,3433,4187,754,packed,timeout|timeout|timeout|timeout|timeout|timeout|overflow|timeout|timeout|timeout|timeout|timeout
3434,72,140p,1,3434,3521,87,packed,
